rowid,kepid,koi_disposition,koi_pdisposition
3522,11773022,CONFIRMED,CANDIDATE
3523,11773022,CONFIRMED,CANDIDATE
3524,12251650,FALSE POSITIVE,FALSE POSITIVE
3525,12417486,CANDIDATE,CANDIDATE
3526,12068975,CONFIRMED,CANDIDATE
3527,7115785,CONFIRMED,CANDIDATE
3528,7115785,CONFIRMED,CANDIDATE
3529,7124613,CONFIRMED,CANDIDATE
3530,8711794,CONFIRMED,CANDIDATE
3531,7277317,CONFIRMED,CANDIDATE
3532,2446134,FALSE POSITIVE,FALSE POSITIVE
3533,9963524,CONFIRMED,CANDIDATE
3534,9963524,CONFIRMED,CANDIDATE
3535,9964801,CONFIRMED,CANDIDATE
3536,9965439,CONFIRMED,CANDIDATE
3537,2569995,FALSE POSITIVE,FALSE POSITIVE
3538,12068975,CONFIRMED,CANDIDATE
3539,12068975,CONFIRMED,CANDIDATE
3540,12068975,CONFIRMED,CANDIDATE
3541,3541946,CONFIRMED,CANDIDATE
3542,3541946,CONFIRMED,CANDIDATE
3543,10264660,CONFIRMED,CANDIDATE
3544,7385509,FALSE POSITIVE,FALSE POSITIVE
3545,7447200,CONFIRMED,CANDIDATE
3546,7447200,CONFIRMED,CANDIDATE
3547,7466863,FALSE POSITIVE,FALSE POSITIVE
3548,7509886,CONFIRMED,CANDIDATE
3549,7509886,CONFIRMED,CANDIDATE
3550,10002866,CONFIRMED,CANDIDATE
3551,10002866,CONFIRMED,CANDIDATE
3552,6678383,CONFIRMED,CANDIDATE
3553,10002866,CONFIRMED,CANDIDATE
3554,2577353,CANDIDATE,CANDIDATE
3555,10005020,FALSE POSITIVE,FALSE POSITIVE
3556,3541946,CONFIRMED,CANDIDATE
3557,4449034,CANDIDATE,CANDIDATE
3558,4478168,CONFIRMED,CANDIDATE
3559,4478168,CANDIDATE,CANDIDATE
3560,2854839,FALSE POSITIVE,FALSE POSITIVE
3561,4563268,CONFIRMED,CANDIDATE
3562,7515212,CONFIRMED,CANDIDATE
3563,7515212,CONFIRMED,CANDIDATE
3564,7529266,CONFIRMED,CANDIDATE
3565,11553706,FALSE POSITIVE,FALSE POSITIVE
3566,10489525,FALSE POSITIVE,FALSE POSITIVE
3567,7598128,FALSE POSITIVE,FALSE POSITIVE
3568,11858979,FALSE POSITIVE,FALSE POSITIVE
3569,5900390,FALSE POSITIVE,FALSE POSITIVE
3570,5444334,FALSE POSITIVE,FALSE POSITIVE
3571,10139620,FALSE POSITIVE,FALSE POSITIVE
3572,8686373,CANDIDATE,CANDIDATE
3573,5386264,FALSE POSITIVE,FALSE POSITIVE
3574,3867615,CONFIRMED,CANDIDATE
3575,3218844,FALSE POSITIVE,FALSE POSITIVE
3576,7256914,CANDIDATE,CANDIDATE
3577,7256914,CANDIDATE,CANDIDATE
3578,3542222,FALSE POSITIVE,FALSE POSITIVE
3579,6871071,CANDIDATE,CANDIDATE
3580,5530112,CANDIDATE,CANDIDATE
3581,6226908,CONFIRMED,FALSE POSITIVE
3582,5906694,CANDIDATE,CANDIDATE
3583,10186945,FALSE POSITIVE,FALSE POSITIVE
3584,4636565,FALSE POSITIVE,FALSE POSITIVE
3585,9956082,CONFIRMED,CANDIDATE
3586,7761585,FALSE POSITIVE,FALSE POSITIVE
3587,3241248,FALSE POSITIVE,FALSE POSITIVE
3588,9716302,FALSE POSITIVE,FALSE POSITIVE
3589,2708286,FALSE POSITIVE,FALSE POSITIVE
3590,6755944,CONFIRMED,CANDIDATE
3591,10419797,FALSE POSITIVE,FALSE POSITIVE
3592,6515335,FALSE POSITIVE,FALSE POSITIVE
3593,7777471,FALSE POSITIVE,FALSE POSITIVE
3594,10294509,FALSE POSITIVE,FALSE POSITIVE
3595,3112129,CANDIDATE,CANDIDATE
3596,3003019,FALSE POSITIVE,FALSE POSITIVE
3597,9334893,CONFIRMED,CANDIDATE
3598,3103212,CANDIDATE,CANDIDATE
3599,10000941,CONFIRMED,CANDIDATE
3600,9455677,CONFIRMED,CANDIDATE
3601,6871071,CANDIDATE,CANDIDATE
3602,7690855,FALSE POSITIVE,FALSE POSITIVE
3603,5649837,FALSE POSITIVE,FALSE POSITIVE
3604,10141938,FALSE POSITIVE,FALSE POSITIVE
3605,8029197,FALSE POSITIVE,FALSE POSITIVE
3606,12257886,FALSE POSITIVE,FALSE POSITIVE
3607,10875007,CANDIDATE,CANDIDATE
3608,10875007,CANDIDATE,CANDIDATE
3609,11465651,CANDIDATE,CANDIDATE
3610,5036480,FALSE POSITIVE,FALSE POSITIVE
3611,10275077,FALSE POSITIVE,FALSE POSITIVE
3612,6592832,FALSE POSITIVE,FALSE POSITIVE
3613,8524346,FALSE POSITIVE,FALSE POSITIVE
3614,3937814,CONFIRMED,CANDIDATE
3615,5551228,FALSE POSITIVE,FALSE POSITIVE
3616,5471271,FALSE POSITIVE,FALSE POSITIVE
3617,5881120,CANDIDATE,CANDIDATE
3618,3248696,FALSE POSITIVE,FALSE POSITIVE
3619,4548098,CANDIDATE,CANDIDATE
3620,5306383,FALSE POSITIVE,FALSE POSITIVE
3621,5446285,FALSE POSITIVE,FALSE POSITIVE
3622,7021681,CANDIDATE,CANDIDATE
3623,5041847,FALSE POSITIVE,FALSE POSITIVE
3624,3836558,FALSE POSITIVE,FALSE POSITIVE
3625,4770617,CONFIRMED,CANDIDATE
3626,6106282,CONFIRMED,CANDIDATE
3627,4946584,FALSE POSITIVE,FALSE POSITIVE
3628,6463499,FALSE POSITIVE,FALSE POSITIVE
3629,8254882,FALSE POSITIVE,FALSE POSITIVE
3630,4078311,CANDIDATE,CANDIDATE
3631,5475735,FALSE POSITIVE,FALSE POSITIVE
3632,11709124,CONFIRMED,CANDIDATE
3633,9022166,CONFIRMED,FALSE POSITIVE
3634,10075409,FALSE POSITIVE,FALSE POSITIVE
3635,7038096,FALSE POSITIVE,FALSE POSITIVE
3636,3345973,FALSE POSITIVE,FALSE POSITIVE
3637,11967788,CANDIDATE,CANDIDATE
3638,11972872,FALSE POSITIVE,FALSE POSITIVE
3639,9899233,FALSE POSITIVE,FALSE POSITIVE
3640,3103227,CONFIRMED,CANDIDATE
3641,4850961,CONFIRMED,CANDIDATE
3642,3102309,FALSE POSITIVE,FALSE POSITIVE
3643,8521059,FALSE POSITIVE,FALSE POSITIVE
3644,5217574,FALSE POSITIVE,FALSE POSITIVE
3645,7199060,CANDIDATE,CANDIDATE
3646,8439323,CANDIDATE,CANDIDATE
3647,4458082,CANDIDATE,CANDIDATE
3648,5551228,FALSE POSITIVE,FALSE POSITIVE
3649,11967788,CANDIDATE,CANDIDATE
3650,7733731,CANDIDATE,CANDIDATE
3651,6862332,FALSE POSITIVE,FALSE POSITIVE
3652,10714072,CONFIRMED,CANDIDATE
3653,3110177,CANDIDATE,CANDIDATE
3654,10992011,FALSE POSITIVE,FALSE POSITIVE
3655,8128247,FALSE POSITIVE,FALSE POSITIVE
3656,6276994,FALSE POSITIVE,FALSE POSITIVE
3657,9674564,FALSE POSITIVE,FALSE POSITIVE
3658,5942808,CANDIDATE,CANDIDATE
3659,3232249,CANDIDATE,CANDIDATE
3660,5688683,CANDIDATE,CANDIDATE
3661,6607644,CONFIRMED,CANDIDATE
3662,7610663,CONFIRMED,CANDIDATE
3663,5565707,FALSE POSITIVE,FALSE POSITIVE
3664,1293031,FALSE POSITIVE,FALSE POSITIVE
3665,7449554,CANDIDATE,CANDIDATE
3666,4067110,FALSE POSITIVE,FALSE POSITIVE
3667,8694309,FALSE POSITIVE,FALSE POSITIVE
3668,8282651,CANDIDATE,CANDIDATE
3669,7818447,FALSE POSITIVE,FALSE POSITIVE
3670,11569475,FALSE POSITIVE,FALSE POSITIVE
3671,5688683,FALSE POSITIVE,FALSE POSITIVE
3672,8222627,CANDIDATE,CANDIDATE
3673,8951205,CANDIDATE,CANDIDATE
3674,5700900,FALSE POSITIVE,FALSE POSITIVE
3675,7026477,FALSE POSITIVE,FALSE POSITIVE
3676,9402583,FALSE POSITIVE,FALSE POSITIVE
3677,7838675,CONFIRMED,FALSE POSITIVE
3678,8700537,FALSE POSITIVE,FALSE POSITIVE
3679,10858785,FALSE POSITIVE,FALSE POSITIVE
3680,9640907,FALSE POSITIVE,FALSE POSITIVE
3681,7515670,FALSE POSITIVE,FALSE POSITIVE
3682,9551430,FALSE POSITIVE,FALSE POSITIVE
3683,3228986,FALSE POSITIVE,FALSE POSITIVE
3684,7100673,CONFIRMED,CANDIDATE
3685,7100673,CONFIRMED,CANDIDATE
3686,4138557,FALSE POSITIVE,FALSE POSITIVE
3687,2708278,FALSE POSITIVE,FALSE POSITIVE
3688,3747817,CONFIRMED,CANDIDATE
3689,8483366,FALSE POSITIVE,FALSE POSITIVE
3690,7758018,FALSE POSITIVE,FALSE POSITIVE
3691,9071593,CANDIDATE,CANDIDATE
3692,10089911,CONFIRMED,FALSE POSITIVE
3693,3247404,FALSE POSITIVE,FALSE POSITIVE
3694,11415243,CONFIRMED,CANDIDATE
3695,3548044,CONFIRMED,CANDIDATE
3696,8264402,CANDIDATE,CANDIDATE
3697,7773179,FALSE POSITIVE,FALSE POSITIVE
3698,11017094,FALSE POSITIVE,FALSE POSITIVE
3699,3129238,CANDIDATE,CANDIDATE
3700,5956633,FALSE POSITIVE,FALSE POSITIVE
3701,9899065,FALSE POSITIVE,FALSE POSITIVE
3702,7907808,CANDIDATE,CANDIDATE
3703,5471792,FALSE POSITIVE,FALSE POSITIVE
3704,11145831,FALSE POSITIVE,FALSE POSITIVE
3705,11444952,FALSE POSITIVE,FALSE POSITIVE
3706,8647295,FALSE POSITIVE,FALSE POSITIVE
3707,3444098,FALSE POSITIVE,FALSE POSITIVE
3708,5112567,FALSE POSITIVE,FALSE POSITIVE
3709,2708343,FALSE POSITIVE,FALSE POSITIVE
3710,3348090,FALSE POSITIVE,FALSE POSITIVE
3711,9282762,FALSE POSITIVE,FALSE POSITIVE
3712,3117046,FALSE POSITIVE,FALSE POSITIVE
3713,6311520,FALSE POSITIVE,FALSE POSITIVE
3714,5201115,FALSE POSITIVE,FALSE POSITIVE
3715,2708203,FALSE POSITIVE,FALSE POSITIVE
3716,4150496,FALSE POSITIVE,FALSE POSITIVE
3717,11401767,CONFIRMED,CANDIDATE
3718,9655005,CANDIDATE,CANDIDATE
3719,11709124,CONFIRMED,CANDIDATE
3720,3851194,FALSE POSITIVE,FALSE POSITIVE
3721,8613535,CONFIRMED,CANDIDATE
3722,5092655,CANDIDATE,CANDIDATE
3723,3955817,CONFIRMED,CANDIDATE
3724,10661778,FALSE POSITIVE,FALSE POSITIVE
3725,5513857,FALSE POSITIVE,FALSE POSITIVE
3726,10272389,FALSE POSITIVE,FALSE POSITIVE
3727,4679687,FALSE POSITIVE,FALSE POSITIVE
3728,7968683,FALSE POSITIVE,FALSE POSITIVE
3729,10360722,CONFIRMED,CANDIDATE
3730,9091755,FALSE POSITIVE,FALSE POSITIVE
3731,3852476,FALSE POSITIVE,FALSE POSITIVE
3732,9700449,CANDIDATE,CANDIDATE
3733,6349881,CONFIRMED,CANDIDATE
3734,9851970,FALSE POSITIVE,FALSE POSITIVE
3735,6140059,CANDIDATE,CANDIDATE
3736,5726910,CANDIDATE,CANDIDATE
3737,1718958,CANDIDATE,CANDIDATE
3738,6428794,CANDIDATE,CANDIDATE
3739,3228825,FALSE POSITIVE,FALSE POSITIVE
3740,4673628,CANDIDATE,CANDIDATE
3741,11401767,CONFIRMED,CANDIDATE
3742,3852872,CANDIDATE,CANDIDATE
3743,9099950,FALSE POSITIVE,FALSE POSITIVE
3744,9718066,CONFIRMED,CANDIDATE
3745,9272070,CONFIRMED,CANDIDATE
3746,5088400,CONFIRMED,CANDIDATE
3747,4669402,FALSE POSITIVE,FALSE POSITIVE
3748,3757407,FALSE POSITIVE,FALSE POSITIVE
3749,4769931,FALSE POSITIVE,FALSE POSITIVE
3750,9220612,FALSE POSITIVE,FALSE POSITIVE
3751,9086154,CANDIDATE,CANDIDATE
3752,6806695,FALSE POSITIVE,FALSE POSITIVE
3753,3858943,FALSE POSITIVE,FALSE POSITIVE
3754,11970988,CANDIDATE,CANDIDATE
3755,10858803,FALSE POSITIVE,FALSE POSITIVE
3756,6129694,FALSE POSITIVE,FALSE POSITIVE
3757,5957181,FALSE POSITIVE,FALSE POSITIVE
3758,7601918,FALSE POSITIVE,FALSE POSITIVE
3759,6119877,FALSE POSITIVE,FALSE POSITIVE
3760,6792908,CANDIDATE,CANDIDATE
3761,7211879,FALSE POSITIVE,FALSE POSITIVE
3762,8087812,CANDIDATE,CANDIDATE
3763,4863956,FALSE POSITIVE,FALSE POSITIVE
3764,10534155,CANDIDATE,CANDIDATE
3765,5308537,CANDIDATE,CANDIDATE
3766,6350882,CANDIDATE,CANDIDATE
3767,5281113,CONFIRMED,CANDIDATE
3768,7847104,FALSE POSITIVE,FALSE POSITIVE
3769,3450040,CANDIDATE,CANDIDATE
3770,3347807,FALSE POSITIVE,FALSE POSITIVE
3771,8487805,FALSE POSITIVE,FALSE POSITIVE
3772,9456281,CANDIDATE,CANDIDATE
3773,5129453,CANDIDATE,CANDIDATE
3774,7918478,CANDIDATE,CANDIDATE
3775,3336845,FALSE POSITIVE,FALSE POSITIVE
3776,3645282,FALSE POSITIVE,FALSE POSITIVE
3777,6026924,CONFIRMED,CANDIDATE
3778,6525280,FALSE POSITIVE,FALSE POSITIVE
3779,4861784,FALSE POSITIVE,FALSE POSITIVE
3780,5876360,FALSE POSITIVE,FALSE POSITIVE
3781,9509343,CANDIDATE,CANDIDATE
3782,3732972,FALSE POSITIVE,FALSE POSITIVE
3783,3244792,CONFIRMED,CANDIDATE
3784,8743082,FALSE POSITIVE,FALSE POSITIVE
3785,7673841,CANDIDATE,CANDIDATE
3786,9142742,FALSE POSITIVE,FALSE POSITIVE
3787,6891513,FALSE POSITIVE,FALSE POSITIVE
3788,4579598,FALSE POSITIVE,FALSE POSITIVE
3789,7777522,FALSE POSITIVE,FALSE POSITIVE
3790,9305012,FALSE POSITIVE,FALSE POSITIVE
3791,9597729,FALSE POSITIVE,FALSE POSITIVE
3792,11390109,FALSE POSITIVE,FALSE POSITIVE
3793,5078025,FALSE POSITIVE,FALSE POSITIVE
3794,1724719,CONFIRMED,CANDIDATE
3795,8120608,CONFIRMED,CANDIDATE
3796,11968463,CANDIDATE,CANDIDATE
3797,5026326,FALSE POSITIVE,FALSE POSITIVE
3798,5471574,FALSE POSITIVE,FALSE POSITIVE
3799,5512580,FALSE POSITIVE,FALSE POSITIVE
3800,11670599,FALSE POSITIVE,FALSE POSITIVE
3801,6359820,FALSE POSITIVE,FALSE POSITIVE
3802,11872139,FALSE POSITIVE,FALSE POSITIVE
3803,5436161,CANDIDATE,CANDIDATE
3804,2708221,FALSE POSITIVE,FALSE POSITIVE
3805,4571844,CANDIDATE,CANDIDATE
3806,5040223,FALSE POSITIVE,FALSE POSITIVE
3807,4571004,FALSE POSITIVE,FALSE POSITIVE
3808,2859893,CANDIDATE,CANDIDATE
3809,6026737,CANDIDATE,CANDIDATE
3810,7582691,CANDIDATE,CANDIDATE
3811,7031942,FALSE POSITIVE,FALSE POSITIVE
3812,9836563,CANDIDATE,CANDIDATE
3813,1724719,CANDIDATE,CANDIDATE
3814,5632701,FALSE POSITIVE,FALSE POSITIVE
3815,10549924,FALSE POSITIVE,FALSE POSITIVE
3816,9366617,CONFIRMED,CANDIDATE
3817,6187341,CANDIDATE,CANDIDATE
3818,3353454,FALSE POSITIVE,FALSE POSITIVE
3819,10156055,FALSE POSITIVE,FALSE POSITIVE
3820,8418018,FALSE POSITIVE,FALSE POSITIVE
3821,5024177,FALSE POSITIVE,FALSE POSITIVE
3822,11081504,CANDIDATE,CANDIDATE
3823,4548011,CONFIRMED,CANDIDATE
3824,4571004,FALSE POSITIVE,FALSE POSITIVE
3825,4571004,FALSE POSITIVE,FALSE POSITIVE
3826,4571004,FALSE POSITIVE,FALSE POSITIVE
3827,12016267,CANDIDATE,CANDIDATE
3828,4571004,FALSE POSITIVE,FALSE POSITIVE
3829,8459663,CONFIRMED,CANDIDATE
3830,3550372,CANDIDATE,CANDIDATE
3831,10155321,FALSE POSITIVE,FALSE POSITIVE
3832,3866536,FALSE POSITIVE,FALSE POSITIVE
3833,7046035,CONFIRMED,CANDIDATE
3834,4679314,FALSE POSITIVE,FALSE POSITIVE
3835,8240790,CANDIDATE,CANDIDATE
3836,5702637,FALSE POSITIVE,FALSE POSITIVE
3837,8309169,FALSE POSITIVE,FALSE POSITIVE
3838,4678919,FALSE POSITIVE,FALSE POSITIVE
3839,5563080,FALSE POSITIVE,FALSE POSITIVE
3840,6364067,FALSE POSITIVE,FALSE POSITIVE
3841,4548011,CANDIDATE,CANDIDATE
3842,5983532,FALSE POSITIVE,FALSE POSITIVE
3843,3439126,FALSE POSITIVE,FALSE POSITIVE
3844,8463346,CONFIRMED,CANDIDATE
3845,5868793,CONFIRMED,CANDIDATE
3846,8483021,FALSE POSITIVE,FALSE POSITIVE
3847,10063208,CONFIRMED,CANDIDATE
3848,7191646,CANDIDATE,CANDIDATE
3849,1575873,CANDIDATE,CANDIDATE
3850,10669994,CONFIRMED,CANDIDATE
3851,7801070,CANDIDATE,CANDIDATE
3852,11449918,FALSE POSITIVE,FALSE POSITIVE
3853,4172805,CANDIDATE,CANDIDATE
3854,5126182,CANDIDATE,CANDIDATE
3855,3750350,FALSE POSITIVE,FALSE POSITIVE
3856,8949925,FALSE POSITIVE,FALSE POSITIVE
3857,4584865,FALSE POSITIVE,FALSE POSITIVE
3858,9642018,FALSE POSITIVE,FALSE POSITIVE
3859,9183378,CONFIRMED,CANDIDATE
3860,11188254,FALSE POSITIVE,FALSE POSITIVE
3861,1724513,FALSE POSITIVE,FALSE POSITIVE
3862,9535876,FALSE POSITIVE,FALSE POSITIVE
3863,5817533,FALSE POSITIVE,FALSE POSITIVE
3864,7596240,CONFIRMED,CANDIDATE
3865,7661893,CANDIDATE,CANDIDATE
3866,12107008,FALSE POSITIVE,FALSE POSITIVE
3867,9776794,CANDIDATE,CANDIDATE
3868,7427764,CONFIRMED,CANDIDATE
3869,7673192,CANDIDATE,CANDIDATE
3870,4754831,FALSE POSITIVE,FALSE POSITIVE
3871,4754831,FALSE POSITIVE,FALSE POSITIVE
3872,9899630,FALSE POSITIVE,FALSE POSITIVE
3873,4367528,FALSE POSITIVE,FALSE POSITIVE
3874,8416523,CONFIRMED,CANDIDATE
3875,11124436,CANDIDATE,CANDIDATE
3876,5780855,CANDIDATE,CANDIDATE
3877,3751231,FALSE POSITIVE,FALSE POSITIVE
3878,9491832,CANDIDATE,CANDIDATE
3879,7816665,FALSE POSITIVE,FALSE POSITIVE
3880,9535881,FALSE POSITIVE,FALSE POSITIVE
3881,11616596,FALSE POSITIVE,FALSE POSITIVE
3882,9872831,CONFIRMED,CANDIDATE
3883,2852941,CANDIDATE,CANDIDATE
3884,8508126,FALSE POSITIVE,FALSE POSITIVE
3885,12306058,CONFIRMED,CANDIDATE
3886,8507475,CONFIRMED,CANDIDATE
3887,8773015,CONFIRMED,CANDIDATE
3888,4754831,FALSE POSITIVE,FALSE POSITIVE
3889,3531231,FALSE POSITIVE,FALSE POSITIVE
3890,4773392,CANDIDATE,CANDIDATE
3891,5471489,FALSE POSITIVE,FALSE POSITIVE
3892,5471489,CANDIDATE,CANDIDATE
3893,9011874,FALSE POSITIVE,FALSE POSITIVE
3894,9936080,CANDIDATE,CANDIDATE
3895,9936080,FALSE POSITIVE,FALSE POSITIVE
3896,8611344,FALSE POSITIVE,FALSE POSITIVE
3897,9518651,FALSE POSITIVE,FALSE POSITIVE
3898,2305311,FALSE POSITIVE,FALSE POSITIVE
3899,6383595,FALSE POSITIVE,FALSE POSITIVE
3900,11080405,CONFIRMED,CANDIDATE
3901,11509504,CONFIRMED,CANDIDATE
3902,6599949,FALSE POSITIVE,FALSE POSITIVE
3903,11611275,CONFIRMED,CANDIDATE
3904,6290935,CANDIDATE,CANDIDATE
3905,12734396,FALSE POSITIVE,FALSE POSITIVE
3906,11612280,CONFIRMED,CANDIDATE
3907,5536715,FALSE POSITIVE,FALSE POSITIVE
3908,8149484,FALSE POSITIVE,FALSE POSITIVE
3909,12407623,FALSE POSITIVE,FALSE POSITIVE
3910,11444514,CONFIRMED,CANDIDATE
3911,9886361,CONFIRMED,CANDIDATE
3912,9349757,CANDIDATE,CANDIDATE
3913,9702006,CANDIDATE,CANDIDATE
3914,6778008,FALSE POSITIVE,FALSE POSITIVE
3915,8308260,FALSE POSITIVE,FALSE POSITIVE
3916,8492101,FALSE POSITIVE,FALSE POSITIVE
3917,6103377,CANDIDATE,CANDIDATE
3918,3660581,CANDIDATE,CANDIDATE
3919,6343576,FALSE POSITIVE,FALSE POSITIVE
3920,10794974,CANDIDATE,CANDIDATE
3921,2449101,FALSE POSITIVE,FALSE POSITIVE
3922,7259249,FALSE POSITIVE,FALSE POSITIVE
3923,8678691,FALSE POSITIVE,FALSE POSITIVE
3924,9640924,FALSE POSITIVE,FALSE POSITIVE
3925,3558849,CANDIDATE,CANDIDATE
3926,11151677,FALSE POSITIVE,FALSE POSITIVE
3927,11037128,FALSE POSITIVE,FALSE POSITIVE
3928,6587002,CANDIDATE,CANDIDATE
3929,5175024,CANDIDATE,CANDIDATE
3930,9100953,CANDIDATE,CANDIDATE
3931,10991114,CANDIDATE,CANDIDATE
3932,11969092,FALSE POSITIVE,FALSE POSITIVE
3933,2570773,FALSE POSITIVE,FALSE POSITIVE
3934,4945764,CANDIDATE,CANDIDATE
3935,6356885,FALSE POSITIVE,FALSE POSITIVE
3936,3542542,FALSE POSITIVE,FALSE POSITIVE
3937,11718389,CANDIDATE,CANDIDATE
3938,11124703,FALSE POSITIVE,FALSE POSITIVE
3939,10329196,CONFIRMED,CANDIDATE
3940,10604592,CANDIDATE,CANDIDATE
3941,9834731,CANDIDATE,CANDIDATE
3942,9593773,FALSE POSITIVE,FALSE POSITIVE
3943,9285568,CONFIRMED,CANDIDATE
3944,7604328,CONFIRMED,CANDIDATE
3945,9514372,CANDIDATE,CANDIDATE
3946,9777757,FALSE POSITIVE,FALSE POSITIVE
3947,7103919,CANDIDATE,CANDIDATE
3948,3762750,CANDIDATE,CANDIDATE
3949,8645191,FALSE POSITIVE,FALSE POSITIVE
3950,10722485,CONFIRMED,CANDIDATE
3951,9717958,FALSE POSITIVE,FALSE POSITIVE
3952,8128067,FALSE POSITIVE,FALSE POSITIVE
3953,7703910,FALSE POSITIVE,FALSE POSITIVE
3954,9851360,FALSE POSITIVE,FALSE POSITIVE
3955,9886361,CANDIDATE,CANDIDATE
3956,6937529,CONFIRMED,CANDIDATE
3957,9490653,FALSE POSITIVE,FALSE POSITIVE
3958,3328027,FALSE POSITIVE,FALSE POSITIVE
3959,9640931,FALSE POSITIVE,FALSE POSITIVE
3960,5125196,FALSE POSITIVE,FALSE POSITIVE
3961,9640962,FALSE POSITIVE,FALSE POSITIVE
3962,5097454,FALSE POSITIVE,FALSE POSITIVE
3963,12737015,CANDIDATE,CANDIDATE
3964,3663141,FALSE POSITIVE,FALSE POSITIVE
3965,5177859,CONFIRMED,FALSE POSITIVE
3966,8482059,FALSE POSITIVE,FALSE POSITIVE
3967,4568117,FALSE POSITIVE,FALSE POSITIVE
3968,10342248,FALSE POSITIVE,FALSE POSITIVE
3969,9777290,FALSE POSITIVE,FALSE POSITIVE
3970,8548427,FALSE POSITIVE,FALSE POSITIVE
3971,9286088,CANDIDATE,CANDIDATE
3972,6289344,FALSE POSITIVE,FALSE POSITIVE
3973,6937529,CANDIDATE,CANDIDATE
3974,9883606,CONFIRMED,CANDIDATE
3975,5860968,CONFIRMED,CANDIDATE
3976,3645438,CANDIDATE,CANDIDATE
3977,8480582,CANDIDATE,CANDIDATE
3978,5197233,CANDIDATE,CANDIDATE
3979,10936786,FALSE POSITIVE,FALSE POSITIVE
3980,7119481,CANDIDATE,CANDIDATE
3981,6938264,CANDIDATE,CANDIDATE
3982,9899315,FALSE POSITIVE,FALSE POSITIVE
3983,9541089,FALSE POSITIVE,FALSE POSITIVE
3984,3650049,FALSE POSITIVE,FALSE POSITIVE
3985,8741470,CANDIDATE,CANDIDATE
3986,11125613,CONFIRMED,CANDIDATE
3987,10525049,CANDIDATE,CANDIDATE
3988,9896018,CANDIDATE,CANDIDATE
3989,5095082,CANDIDATE,CANDIDATE
3990,12418891,FALSE POSITIVE,FALSE POSITIVE
3991,3839294,FALSE POSITIVE,FALSE POSITIVE
3992,7698701,FALSE POSITIVE,FALSE POSITIVE
3993,7698701,FALSE POSITIVE,FALSE POSITIVE
3994,2830919,FALSE POSITIVE,FALSE POSITIVE
3995,9588822,FALSE POSITIVE,FALSE POSITIVE
3996,2997459,CANDIDATE,CANDIDATE
3997,8330207,CANDIDATE,CANDIDATE
3998,5881813,CANDIDATE,CANDIDATE
3999,11560897,CONFIRMED,CANDIDATE
4000,10858737,FALSE POSITIVE,FALSE POSITIVE
4001,6752002,CANDIDATE,CANDIDATE
4002,7257966,CANDIDATE,CANDIDATE
4003,9406892,FALSE POSITIVE,FALSE POSITIVE
4004,9202434,CANDIDATE,CANDIDATE
4005,8487645,FALSE POSITIVE,FALSE POSITIVE
4006,10407482,CONFIRMED,CANDIDATE
4007,7901016,CANDIDATE,CANDIDATE
4008,9910942,FALSE POSITIVE,FALSE POSITIVE
4009,7749002,CANDIDATE,CANDIDATE
4010,10924340,FALSE POSITIVE,FALSE POSITIVE
4011,5371777,CONFIRMED,CANDIDATE
4012,6359926,CANDIDATE,CANDIDATE
4013,6629993,FALSE POSITIVE,FALSE POSITIVE
4014,8324518,CANDIDATE,CANDIDATE
4015,10427700,FALSE POSITIVE,FALSE POSITIVE
4016,3103473,CANDIDATE,CANDIDATE
4017,11296045,FALSE POSITIVE,FALSE POSITIVE
4018,3124598,FALSE POSITIVE,FALSE POSITIVE
4019,6879171,CANDIDATE,CANDIDATE
4020,9897364,CONFIRMED,CANDIDATE
4021,12505503,CONFIRMED,CANDIDATE
4022,3548639,FALSE POSITIVE,FALSE POSITIVE
4023,7115925,FALSE POSITIVE,FALSE POSITIVE
4024,5785279,CANDIDATE,CANDIDATE
4025,7429287,FALSE POSITIVE,FALSE POSITIVE
4026,10526887,CONFIRMED,CANDIDATE
4027,11125613,CONFIRMED,CANDIDATE
4028,3545583,FALSE POSITIVE,FALSE POSITIVE
4029,9896018,CANDIDATE,CANDIDATE
4030,12456063,CANDIDATE,CANDIDATE
4031,8374741,FALSE POSITIVE,FALSE POSITIVE
4032,5096053,CANDIDATE,CANDIDATE
4033,11296045,FALSE POSITIVE,FALSE POSITIVE
4034,11296045,FALSE POSITIVE,FALSE POSITIVE
4035,3247503,FALSE POSITIVE,FALSE POSITIVE
4036,5802637,CANDIDATE,CANDIDATE
4037,5531694,CANDIDATE,CANDIDATE
4038,8733898,CONFIRMED,CANDIDATE
4039,9828127,CONFIRMED,CANDIDATE
4040,7107802,CANDIDATE,CANDIDATE
4041,4281068,FALSE POSITIVE,FALSE POSITIVE
4042,9092496,CANDIDATE,CANDIDATE
4043,5644412,CONFIRMED,CANDIDATE
4044,9959545,FALSE POSITIVE,FALSE POSITIVE
4045,9641144,FALSE POSITIVE,FALSE POSITIVE
4046,8572168,FALSE POSITIVE,FALSE POSITIVE
4047,12509829,FALSE POSITIVE,FALSE POSITIVE
4048,7368137,FALSE POSITIVE,FALSE POSITIVE
4049,9027841,FALSE POSITIVE,FALSE POSITIVE
4050,8953414,FALSE POSITIVE,FALSE POSITIVE
4051,2576962,CANDIDATE,CANDIDATE
4052,10140274,CANDIDATE,CANDIDATE
4053,10730070,CONFIRMED,CANDIDATE
4054,4458109,FALSE POSITIVE,FALSE POSITIVE
4055,8345384,CANDIDATE,CANDIDATE
